query_id,query,expected_topic,acceptable_topics,top_1_topics,top_3_topics,top_5_topics,top_10_topics,top_20_topics,oracle_hit_1,oracle_hit_3,oracle_hit_5,oracle_hit_10,oracle_hit_20,failure_bucket,notes
b4a_vi_041,TSH thấp thì có chắc là cường giáp không hay cần xét nghiệm thêm,tsh_thyroid_screening,tsh_thyroid_screening;t4_thyroid_testing;thyroid_tests_tsh_t4_t3;medical_result_explanation_boundary,test_result_explainer,test_result_explainer;result_interpretation;test_meaning,test_result_explainer;result_interpretation;test_meaning;general_info;results,test_result_explainer;result_interpretation;test_meaning;general_info;results;urgent_advice;red_flag_general;preparation,test_result_explainer;result_interpretation;test_meaning;general_info;results;urgent_advice;red_flag_general;preparation;test_use;red_flag_signs;tsh_thyroid_screening;thyroid_tests_tsh_t4_t3,False,False,False,False,True,candidate_present_but_rerank_failed,Expected topic appears in semantic top20 but not top3; reranking/candidate ordering is the likely bottleneck.
b4a_vi_042,"mệt kéo dài nhưng không biết nên xét nghiệm máu, tuyến giáp hay đường huyết trước",general_lab_tests_blood_tests,general_lab_tests_blood_tests;cbc_anemia_infection_basics;glucose_hba1c_diabetes_screening;tsh_thyroid_screening,test_result_explainer,test_result_explainer;preparation;red_flag_general,test_result_explainer;preparation;red_flag_general;test_meaning,test_result_explainer;preparation;red_flag_general;test_meaning;urgent_advice;result_interpretation;results,test_result_explainer;preparation;red_flag_general;test_meaning;urgent_advice;result_interpretation;results;test_use;red_flag_signs;emergency_warning;general_info,False,False,False,False,False,candidate_missing_top20,"Expected topic is absent from semantic top20; candidate generation, query embedding, or alias coverage is the likely bottleneck. Query contains Vietnamese alias tied to expected topic."
b4a_vi_043,tôi muốn xét nghiệm vài thứ cho yên tâm nhưng chưa biết nên làm gì,general_lab_tests_blood_tests,general_lab_tests_blood_tests;general_lab_tests_routine_blood_testing,test_result_explainer,test_result_explainer;preparation;general_info,test_result_explainer;preparation;general_info;result_interpretation,test_result_explainer;preparation;general_info;result_interpretation;test_use;test_meaning;red_flag_general;results;urgent_advice,test_result_explainer;preparation;general_info;result_interpretation;test_use;test_meaning;red_flag_general;results;urgent_advice;red_flag_signs,False,False,False,False,False,candidate_missing_top20,"Expected topic is absent from semantic top20; candidate generation, query embedding, or alias coverage is the likely bottleneck."
b4a_vi_044,"ba tôi lớn tuổi, muốn kiểm tra tổng quát, bạn gợi ý giúp nhưng tôi chưa rõ ông có triệu chứng gì",general_lab_tests_blood_tests,general_lab_tests_blood_tests;general_lab_tests_routine_blood_testing,red_flag_general,red_flag_general;result_interpretation,red_flag_general;result_interpretation;test_result_explainer;red_flag_signs,red_flag_general;result_interpretation;test_result_explainer;red_flag_signs;urgent_advice;test_meaning,red_flag_general;result_interpretation;test_result_explainer;red_flag_signs;urgent_advice;test_meaning;emergency_warning;results;test_use,False,False,False,False,False,candidate_missing_top20,"Expected topic is absent from semantic top20; candidate generation, query embedding, or alias coverage is the likely bottleneck."
b4a_vi_045,"nữ 28 tuổi muốn kiểm tra sức khỏe trước khi đi làm xa, cần xét nghiệm gì nhỉ",general_lab_tests_blood_tests,general_lab_tests_blood_tests;general_lab_tests_routine_blood_testing,preparation,preparation;test_result_explainer;result_interpretation,preparation;test_result_explainer;result_interpretation;red_flag_general;test_use,preparation;test_result_explainer;result_interpretation;red_flag_general;test_use;general_info;test_meaning;results,preparation;test_result_explainer;result_interpretation;red_flag_general;test_use;general_info;test_meaning;results;red_flag_signs;urgent_advice,False,False,False,False,False,candidate_missing_top20,"Expected topic is absent from semantic top20; candidate generation, query embedding, or alias coverage is the likely bottleneck."
b4a_vi_046,"mình mệt lả, hơi lú lẫn và tình trạng xấu đi nhanh, có nên xét nghiệm máu trước không",emergency_warning,emergency_warning;red_flag_general;urgent_advice;infection_testing_blood_culture;inflammation_infection_context,preparation,preparation;test_result_explainer;results,preparation;test_result_explainer;results;result_interpretation;general_info,preparation;test_result_explainer;results;result_interpretation;general_info;red_flag_general;urgent_advice,preparation;test_result_explainer;results;result_interpretation;general_info;red_flag_general;urgent_advice;test_use;test_meaning;red_flag_signs;emergency_warning,False,False,False,True,True,candidate_present_but_rerank_failed,Expected topic appears in semantic top20 but not top3; reranking/candidate ordering is the likely bottleneck.
b4a_vi_047,tôi muốn làm gói xét nghiệm cho mẹ nhưng chưa biết mẹ cần kiểm tra gan thận hay tiểu đường,cmp_liver_kidney_glucose_context,cmp_liver_kidney_glucose_context;kidney_function_creatinine_egfr;glucose_hba1c_diabetes_screening,test_use,test_use;test_result_explainer;test_meaning,test_use;test_result_explainer;test_meaning;result_interpretation,test_use;test_result_explainer;test_meaning;result_interpretation;general_info;preparation;red_flag_general;results,test_use;test_result_explainer;test_meaning;result_interpretation;general_info;preparation;red_flag_general;results;urgent_advice;hba1c_diabetes_monitoring_screening,False,False,False,False,False,candidate_missing_top20,"Expected topic is absent from semantic top20; candidate generation, query embedding, or alias coverage is the likely bottleneck. Query contains Vietnamese alias tied to expected topic."
b4a_vi_048,"tôi có đau ngực khó thở với vã mồ hôi, giờ đặt lịch xét nghiệm được không",emergency_warning,emergency_warning;red_flag_general;urgent_advice,emergency_warning,emergency_warning;urgent_advice,emergency_warning;urgent_advice;results,emergency_warning;urgent_advice;results;result_interpretation;red_flag_general;test_result_explainer,emergency_warning;urgent_advice;results;result_interpretation;red_flag_general;test_result_explainer;safety_boundary;test_meaning,True,True,True,True,True,candidate_present_top3,Expected topic already appears in semantic top3.
b4a_vi_049,"bố tôi đau ngực lan ra tay trái, hơi khó thở, có nên chờ mai xét nghiệm không",emergency_warning,emergency_warning;red_flag_general;urgent_advice,urgent_advice,urgent_advice;result_interpretation,urgent_advice;result_interpretation;emergency_warning;red_flag_general,urgent_advice;result_interpretation;emergency_warning;red_flag_general;results;test_result_explainer,urgent_advice;result_interpretation;emergency_warning;red_flag_general;results;test_result_explainer;test_meaning;safety_boundary,True,True,True,True,True,candidate_present_top3,Expected topic already appears in semantic top3.
b4a_vi_050,"mẹ tôi vừa ngất xong, giờ hơi lú lẫn, tôi muốn gọi lấy máu tại nhà có được không",emergency_warning,emergency_warning;red_flag_general;urgent_advice;infection_testing_blood_culture;inflammation_infection_context,test_result_explainer,test_result_explainer;urgent_advice;result_interpretation,test_result_explainer;urgent_advice;result_interpretation;results;red_flag_general,test_result_explainer;urgent_advice;result_interpretation;results;red_flag_general;emergency_warning;general_info,test_result_explainer;urgent_advice;result_interpretation;results;red_flag_general;emergency_warning;general_info;red_flag_signs,False,True,True,True,True,candidate_present_top3,Expected topic already appears in semantic top3.
b4a_vi_051,"em khó thở nhiều, nói không ra câu, có nên làm SpO2 hay đặt xét nghiệm trước",emergency_warning,emergency_warning;red_flag_general;urgent_advice,urgent_advice,urgent_advice;red_flag_general,urgent_advice;red_flag_general;safety_boundary;emergency_warning,urgent_advice;red_flag_general;safety_boundary;emergency_warning;result_interpretation;preparation;test_meaning,urgent_advice;red_flag_general;safety_boundary;emergency_warning;result_interpretation;preparation;test_meaning;test_result_explainer;red_flag_signs;test_use;results,True,True,True,True,True,candidate_present_top3,Expected topic already appears in semantic top3.
b4a_vi_052,"người nhà sốt cao rét run, lả đi nhanh, tôi muốn xét nghiệm nhiễm trùng thì làm gì",emergency_warning,emergency_warning;red_flag_general;urgent_advice;infection_testing_blood_culture;inflammation_infection_context,test_result_explainer,test_result_explainer;red_flag_general,test_result_explainer;red_flag_general;result_interpretation;urgent_advice,test_result_explainer;red_flag_general;result_interpretation;urgent_advice;test_meaning;emergency_warning,test_result_explainer;red_flag_general;result_interpretation;urgent_advice;test_meaning;emergency_warning;results;preparation;general_info;test_use;red_flag_signs,False,True,True,True,True,candidate_present_top3,Expected topic already appears in semantic top3.
b4a_vi_053,"đau ngực với buồn nôn, vã mồ hôi, tôi chỉ muốn làm troponin tại nhà thôi được không",emergency_warning,emergency_warning;red_flag_general;urgent_advice;test_meaning,emergency_warning,emergency_warning;result_interpretation;test_meaning,emergency_warning;result_interpretation;test_meaning;safety_boundary,emergency_warning;result_interpretation;test_meaning;safety_boundary;red_flag_general;urgent_advice,emergency_warning;result_interpretation;test_meaning;safety_boundary;red_flag_general;urgent_advice;results,True,True,True,True,True,candidate_present_top3,Expected topic already appears in semantic top3.
b4a_vi_054,"tôi bị khó thở kèm môi hơi tím, nên đặt lịch xét nghiệm hay đi khám ngay",emergency_warning,emergency_warning;red_flag_general;urgent_advice,emergency_warning,emergency_warning;urgent_advice,emergency_warning;urgent_advice,emergency_warning;urgent_advice;safety_boundary;red_flag_signs;result_interpretation;red_flag_general,emergency_warning;urgent_advice;safety_boundary;red_flag_signs;result_interpretation;red_flag_general;results;test_result_explainer;test_use,True,True,True,True,True,candidate_present_top3,Expected topic already appears in semantic top3.
b4a_vi_055,tôi muốn đặt lịch xét nghiệm tổng quát sáng mai,general_lab_tests_blood_tests,general_lab_tests_blood_tests;general_lab_tests_routine_blood_testing,test_result_explainer,test_result_explainer;result_interpretation;test_meaning,test_result_explainer;result_interpretation;test_meaning;red_flag_general;test_use,test_result_explainer;result_interpretation;test_meaning;red_flag_general;test_use;preparation,test_result_explainer;result_interpretation;test_meaning;red_flag_general;test_use;preparation;results;urgent_advice;general_info;emergency_warning,False,False,False,False,False,candidate_missing_top20,"Expected topic is absent from semantic top20; candidate generation, query embedding, or alias coverage is the likely bottleneck. Query contains Vietnamese alias tied to expected topic."
b4a_vi_056,đặt lịch lấy máu tại nhà cho mẹ tôi được không,general_lab_tests_blood_tests,general_lab_tests_blood_tests;general_lab_tests_routine_blood_testing,red_flag_general,red_flag_general;test_result_explainer;results,red_flag_general;test_result_explainer;results;general_info;result_interpretation,red_flag_general;test_result_explainer;results;general_info;result_interpretation;test_use;preparation;urgent_advice,red_flag_general;test_result_explainer;results;general_info;result_interpretation;test_use;preparation;urgent_advice;emergency_warning;test_meaning;red_flag_signs,False,False,False,False,False,candidate_missing_top20,"Expected topic is absent from semantic top20; candidate generation, query embedding, or alias coverage is the likely bottleneck."
b4a_vi_057,"mai 8 giờ có lấy mẫu tại nhà được không, nhà tôi ở quận 7",schedule_home_sample_time_location,schedule_home_sample_time_location,urgent_advice,urgent_advice;result_interpretation;emergency_warning,urgent_advice;result_interpretation;emergency_warning;red_flag_general;test_result_explainer,urgent_advice;result_interpretation;emergency_warning;red_flag_general;test_result_explainer;red_flag_signs;results,urgent_advice;result_interpretation;emergency_warning;red_flag_general;test_result_explainer;red_flag_signs;results;test_use,False,False,False,False,False,eval_label_ambiguous,Eval row lacks aligned labels strong enough for oracle interpretation.
b4a_vi_058,tôi muốn đặt gói kiểm tra mỡ máu và đường huyết cuối tuần này,lipid_panel_cholesterol,lipid_panel_cholesterol;glucose_fasting_blood_glucose_diabetes_screening,results,results;test_meaning;test_result_explainer,results;test_meaning;test_result_explainer;result_interpretation;red_flag_general,results;test_meaning;test_result_explainer;result_interpretation;red_flag_general;test_use;preparation;emergency_warning;urgent_advice,results;test_meaning;test_result_explainer;result_interpretation;red_flag_general;test_use;preparation;emergency_warning;urgent_advice;general_info,False,False,False,False,False,candidate_missing_top20,"Expected topic is absent from semantic top20; candidate generation, query embedding, or alias coverage is the likely bottleneck. Query contains Vietnamese alias tied to expected topic."
b4a_vi_059,"cho tôi hẹn lấy mẫu máu sáng thứ hai, tôi đã chọn gói rồi",book_selected_package_sample,book_selected_package_sample,test_result_explainer,test_result_explainer;urgent_advice;test_meaning,test_result_explainer;urgent_advice;test_meaning;red_flag_general;results,test_result_explainer;urgent_advice;test_meaning;red_flag_general;results;result_interpretation;test_use;preparation;red_flag_signs,test_result_explainer;urgent_advice;test_meaning;red_flag_general;results;result_interpretation;test_use;preparation;red_flag_signs;emergency_warning;general_info,False,False,False,False,False,eval_label_ambiguous,Eval row lacks aligned labels strong enough for oracle interpretation.
b4a_vi_060,mình cần đổi lịch lấy mẫu tại nhà từ chiều nay sang sáng mai,reschedule_home_sample,reschedule_home_sample,urgent_advice,urgent_advice;result_interpretation;emergency_warning,urgent_advice;result_interpretation;emergency_warning;red_flag_general;red_flag_signs,urgent_advice;result_interpretation;emergency_warning;red_flag_general;red_flag_signs;test_result_explainer,urgent_advice;result_interpretation;emergency_warning;red_flag_general;red_flag_signs;test_result_explainer;test_use;test_meaning,False,False,False,False,False,eval_label_ambiguous,Eval row lacks aligned labels strong enough for oracle interpretation.
